2025-07-23 14:16:50.041943 [INFO] class_ch341.py -                 init(71): 运行在开发环境中。尝试从脚本目录相对路径加载库: /home/tars/Tashan/lib/ch341/CH341PAR_LINUX/lib/x64/dynamic/libch347.so
2025-07-23 14:16:53.306735 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.306759 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.306784 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.372061 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.372185 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343992, 3212120, 3450962, 3317950, 3173102, 3143376, 3242062, 3257388, 3156662, 3222476, 3498640, 3365828, 3241568, 3445448, 3927966, 8256734]
2025-07-23 14:16:53.372223 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.372252 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.372277 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.372303 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.372334 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.372358 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.372384 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.372409 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.417504 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.417625 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3341754, 3212120, 3450166, 3316242, 3169234, 3142732, 3239862, 3256212, 3153022, 3222476, 3498640, 3365070, 3240810, 3444614, 3927360, 8256734]
2025-07-23 14:16:53.417664 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.417692 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.417717 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.417743 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.417768 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.417792 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.417817 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.417841 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.482942 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.483058 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344334, 3212006, 3451532, 3316204, 3169082, 3142808, 3240544, 3254620, 3155524, 3225054, 3499740, 3364880, 3241910, 3447952, 3932632, 8256734]
2025-07-23 14:16:53.483090 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.483112 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.483132 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.483152 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.483171 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.483190 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.483208 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.483226 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.548404 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.548462 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344448, 3212006, 3451114, 3315976, 3168248, 3142808, 3241304, 3253292, 3155942, 3226496, 3500232, 3365714, 3241454, 3443970, 3933010, 8256052]
2025-07-23 14:16:53.548485 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.548506 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.548524 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.548546 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.548567 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.548586 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.548606 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.548626 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.613732 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.613858 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343424, 3211134, 3451114, 3316812, 3169992, 3144324, 3241682, 3255872, 3153894, 3221868, 3499512, 3364350, 3241454, 3443970, 3931570, 8256886]
2025-07-23 14:16:53.613898 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.613922 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.613943 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.613964 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.613985 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.614004 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.614025 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.614045 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.679644 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.679758 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343424, 3210602, 3451190, 3316812, 3169992, 3144324, 3241682, 3256630, 3155296, 3225320, 3499512, 3364350, 3240166, 3446852, 3931570, 8256506]
2025-07-23 14:16:53.679798 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.679819 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.679839 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.679859 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.679882 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.679901 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.679924 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.679945 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.725409 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.725480 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3341566, 3210450, 3450734, 3317798, 3170562, 3143034, 3241114, 3254772, 3155296, 3223802, 3496934, 3365032, 3240166, 3443438, 3928194, 8255862]
2025-07-23 14:16:53.725509 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.725532 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.725553 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.725573 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.725594 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.725613 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.725633 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.725652 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.790829 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.790876 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343386, 3211626, 3451380, 3317456, 3173028, 3146258, 3242138, 3257920, 3156168, 3227026, 3497350, 3363932, 3240242, 3443400, 3929104, 8255444]
2025-07-23 14:16:53.790904 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.790925 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.790945 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.790964 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.791016 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.791039 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.791062 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.791083 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.856452 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.856539 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343462, 3210260, 3449598, 3315522, 3170562, 3142846, 3240356, 3256250, 3156168, 3226154, 3500346, 3365714, 3241342, 3447156, 3931494, 8255710]
2025-07-23 14:16:53.856580 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.856603 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.856624 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.856644 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.856664 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.856683 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.856704 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.856724 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.921943 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.922010 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344334, 3212612, 3451190, 3317532, 3170562, 3142846, 3240544, 3256250, 3155448, 3225016, 3499588, 3365448, 3241304, 3446662, 3932024, 8257228]
2025-07-23 14:16:53.922050 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.922073 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.922093 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.922115 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.922137 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.922157 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.922177 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.922196 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:53.987452 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:53.987510 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343044, 3212612, 3450166, 3317532, 3170866, 3145690, 3241568, 3256896, 3156738, 3225168, 3498868, 3365448, 3241304, 3445222, 3931418, 8258478]
2025-07-23 14:16:53.987537 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:53.987558 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:53.987579 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:53.987599 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:53.987619 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:53.987639 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:53.987659 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:53.987679 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.032841 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.032882 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343044, 3211512, 3449710, 3316850, 3169690, 3143908, 3241568, 3256288, 3156018, 3224030, 3497768, 3364008, 3240204, 3444122, 3930470, 8258478]
2025-07-23 14:16:54.032908 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.032931 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.032952 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.032973 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.032992 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.033019 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.033039 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.033057 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.104344 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.104446 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343840, 3211740, 3450924, 3317190, 3172762, 3146410, 3242782, 3258184, 3156966, 3226610, 3499020, 3363288, 3241152, 3443174, 3928232, 8255028]
2025-07-23 14:16:54.104480 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.104502 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.104523 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.104544 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.104565 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.104585 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.104605 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.104625 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.169516 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.169565 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343840, 3212308, 3451038, 3317190, 3172762, 3146410, 3242782, 3257882, 3155448, 3224600, 3499778, 3365032, 3241380, 3443476, 3926260, 8255028]
2025-07-23 14:16:54.169599 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.169663 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.169683 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.169701 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.169719 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.169737 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.169755 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.169773 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.215541 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.215621 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3342740, 3211134, 3450810, 3316280, 3168818, 3143148, 3241492, 3253710, 3155410, 3223688, 3498412, 3365032, 3241038, 3443476, 3928574, 8257380]
2025-07-23 14:16:54.215649 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.215669 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.215689 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.215709 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.215729 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.215752 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.215791 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.215814 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.280874 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.280938 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3342854, 3210298, 3449976, 3316470, 3171358, 3145728, 3242858, 3256440, 3156244, 3226458, 3499968, 3365714, 3241380, 3445032, 3928270, 8254270]
2025-07-23 14:16:54.280964 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.280993 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.281014 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.281035 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.281059 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.281089 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.281110 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.281130 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.346318 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.346399 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3342854, 3210298, 3448762, 3315940, 3170714, 3144666, 3242328, 3257236, 3155866, 3225586, 3500044, 3365412, 3241682, 3442528, 3928118, 8254118]
2025-07-23 14:16:54.346429 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.346463 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.346483 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.346504 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.346524 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.346543 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.346563 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.346585 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.411634 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.411712 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343688, 3209730, 3449104, 3316014, 3171814, 3144968, 3242668, 3257540, 3155144, 3225586, 3498944, 3364046, 3241492, 3445866, 3929786, 8255748]
2025-07-23 14:16:54.411740 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.411781 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.411801 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.411821 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.411842 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.411861 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.411881 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.411901 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.476960 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.477076 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344562, 3212044, 3451304, 3317380, 3174164, 3145120, 3243162, 3257692, 3152566, 3222778, 3498450, 3364160, 3241492, 3446662, 3930622, 8258554]
2025-07-23 14:16:54.477104 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.477126 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.477147 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.477170 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.477201 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.477221 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.477241 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.477262 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.522416 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.522550 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343044, 3210110, 3450014, 3315864, 3168894, 3143490, 3240772, 3255834, 3156510, 3224676, 3496820, 3364236, 3241266, 3446814, 3930622, 8254762]
2025-07-23 14:16:54.522585 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.522608 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.522629 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.522650 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.522670 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.522689 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.522709 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.522729 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.568212 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.568293 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344182, 3212308, 3451152, 3317798, 3173482, 3146486, 3243958, 3257996, 3157192, 3226268, 3495986, 3364236, 3241266, 3446814, 3929748, 8257266]
2025-07-23 14:16:54.568318 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.568340 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.568361 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.568383 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.568403 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.568428 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.568455 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.568475 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.613631 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.613746 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343158, 3211512, 3451038, 3317038, 3171624, 3146524, 3243692, 3257388, 3156586, 3226154, 3496136, 3362832, 3241644, 3442680, 3929748, 8255900]
2025-07-23 14:16:54.613778 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.613801 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.613822 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.613843 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.613862 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.613881 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.613901 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.613921 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.659296 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.659357 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343158, 3211512, 3451038, 3317038, 3171624, 3143148, 3243086, 3255872, 3156586, 3225774, 3500120, 3366018, 3241380, 3442490, 3929408, 8255520]
2025-07-23 14:16:54.659387 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.659448 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.659469 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.659503 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.659528 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.659556 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.659585 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.659609 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.724787 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.724950 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344296, 3212536, 3451000, 3317684, 3171624, 3145386, 3241834, 3256858, 3154046, 3224106, 3497274, 3365108, 3241758, 3443932, 3928384, 8256090]
2025-07-23 14:16:54.725004 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:54.725041 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:54.725074 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:54.725107 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:54.725137 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:54.725168 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:54.725201 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:54.725232 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:54.770258 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:54.770377 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344296, 3212536, 3448876, 3317266, 3170828, 3142314, 3240166, 3255454, 3154272, 3224106, 3500044, 3365108, 3241758, 3442870, 3928384, 8253246]
